jmpst;Station_name;Lat_fixed;Long_fixed;myear;sdate;stime;rlabo;seqno;subno;speci;latitude;longitude;latdg;latmi;latmf;londg;lonmi;lonmf;inorb;noinp;lnmin;lnmax;lnmea;lnstd;wtmin;wtmax;wtmea;wtstd;shlwtx;tiswtx;qeorw;cmnt1.x;cmnt2.x;cmnt3.x;cmnt4.x;cmnt5.x
30A;Gressholmen, Inner Oslofjord;59,88362;10,711000;1985;19851029;NA;NIVA;    9;1;MYTI EDU;NA;NA;59;52; 50;10;43;  0;B; 62;20;29;26,00; 3,00;NA;NA;0,9;NA; 63,70; 57,5;E;NA;NA;NA;NA;NA
30A;Gressholmen, Inner Oslofjord;59,88362;10,711000;1985;19851029;NA;NIVA;    9;2;MYTI EDU;NA;NA;59;52; 50;10;43;  0;B; 50;30;39;35,00; 3,00;NA;NA;2,2;NA;129,10;111,9;E;NA;NA;NA;NA;NA
30A;Gressholmen, Inner Oslofjord;59,88362;10,711000;1985;19851029;NA;NIVA;    9;3;MYTI EDU;NA;NA;59;52; 50;10;43;  0;B; 50;40;49;45,00; 3,00;NA;NA;4,5;NA;286,70;224,2;E;NA;NA;NA;NA;NA
84A;NA;NA;NA;1985;19851104;NA;NIVA;   10;1;MYTI EDU;NA;NA;63;20; 80; 9;57; 80;B; 57;20;29;26,00; 3,00;NA;NA;0,4;NA; 29,80; 23,9;E;NA;NA;NA;NA;NA
84A;NA;NA;NA;1985;19851104;NA;NIVA;   10;2;MYTI EDU;NA;NA;63;20; 80; 9;57; 80;B; 70;30;39;33,00; 3,00;NA;NA;1,0;NA; 71,90; 67,2;E;NA;NA;NA;NA;NA
84A;NA;NA;NA;1985;19851104;NA;NIVA;   10;3;MYTI EDU;NA;NA;63;20; 80; 9;57; 80;B; 11;40;46;42,00; 2,00;NA;NA;1,7;NA; 19,90; 19,2;E;NA;NA;NA;NA;NA
82A;NA;NA;NA;1985;19851104;NA;NIVA;   11;1;MYTI EDU;NA;NA;63;27; 10;10;12; 60;B; 64;21;29;26,00; 2,00;NA;NA;0,5;NA; 75,70; 32,8;E;NA;NA;NA;NA;NA
82A;NA;NA;NA;1985;19851104;NA;NIVA;   11;2;MYTI EDU;NA;NA;63;27; 10;10;12; 60;B; 30;30;38;32,00; 2,00;NA;NA;1,1;NA; 67,80; 33,3;E;NA;NA;NA;NA;NA
80A;NA;NA;NA;1985;19851104;NA;NIVA;   12;1;MYTI EDU;NA;NA;63;27; 50;10;27; 50;B; 66;20;29;24,00; 3,00;NA;NA;0,5;NA; 72,00; 32,4;E;NA;NA;NA;NA;NA
80A;NA;NA;NA;1985;19851104;NA;NIVA;   12;2;MYTI EDU;NA;NA;63;27; 50;10;27; 50;B; 14;30;39;32,00; 3,00;NA;NA;1,2;NA; 34,00; 16,3;E;NA;NA;NA;NA;NA
88A;NA;NA;NA;1985;19851104;NA;NIVA;   13;1;MYTI EDU;NA;NA;63;29; 20;10; 0;  0;H; 44;11;24;16,00; 2,00;NA;NA;0,1;NA; 12,10;  5,5;E;NA;NA;NA;NA;NA
87A;NA;NA;NA;1985;19851104;NA;NIVA;   14;1;MYTI EDU;NA;NA;63;27; 80; 9;54; 80;H;122;15;24;16,00; 2,00;NA;NA;0,1;NA; 40,60; 17,5;E;NA;NA;NA;NA;NA
31A;Solbergstrand, Mid Oslofjord;59,61550;10,651500;1986;19861020;NA;NIVA;    8;1;MYTI EDU;NA;NA;59;36; 90;10;39; 40;B; 60;20;29;24,00; 3,00;NA;NA;0,6;NA; 55,60; 35,1;E;NA;NA;NA;NA;NA
31A;Solbergstrand, Mid Oslofjord;59,61550;10,651500;1986;19861020;NA;NIVA;    8;2;MYTI EDU;NA;NA;59;36; 90;10;39; 40;B; 50;30;39;35,00; 3,00;NA;NA;1,9;NA;160,10; 96,4;E;NA;NA;NA;NA;NA
31A;Solbergstrand, Mid Oslofjord;59,61550;10,651500;1986;19861020;NA;NIVA;    8;3;MYTI EDU;NA;NA;59;36; 90;10;39; 40;B; 50;40;49;44,00; 2,00;NA;NA;3,3;NA;317,90;163,9;E;NA;NA;NA;NA;NA
35A;Mølen, Mid Oslofjord;59,48359;10,494990;1986;19861020;NA;NIVA;    9;1;MYTI EDU;NA;NA;59;29; 20;10;30; 10;B; 60;20;29;25,00; 3,00;NA;NA;0,7;NA; 46,90; 39,6;E;NA;NA;NA;NA;NA
35A;Mølen, Mid Oslofjord;59,48359;10,494990;1986;19861020;NA;NIVA;    9;2;MYTI EDU;NA;NA;59;29; 20;10;30; 10;B; 50;30;39;34,00; 3,00;NA;NA;1,3;NA; 79,50; 65,8;E;NA;NA;NA;NA;NA
35A;Mølen, Mid Oslofjord;59,48359;10,494990;1986;19861020;NA;NIVA;    9;3;MYTI EDU;NA;NA;59;29; 20;10;30; 10;B;  7;40;47;43,00; 3,00;NA;NA;3,7;NA; 28,30; 25,6;E;NA;NA;NA;NA;NA
36A;Færder, Outer Oslofjord;59,02740;10,525000;1986;19861020;NA;NIVA;   10;1;MYTI EDU;NA;NA;59; 1; 60;10;31; 70;B; 60;22;29;26,00; 2,00;NA;NA;0,8;NA; 28,70; 50,7;E;NA;NA;NA;NA;NA
36A;Færder, Outer Oslofjord;59,02740;10,525000;1986;19861020;NA;NIVA;   10;2;MYTI EDU;NA;NA;59; 1; 60;10;31; 70;B; 50;30;37;32,00; 2,00;NA;NA;1,5;NA; 40,10; 75,6;E;NA;NA;NA;NA;NA
36A;Færder, Outer Oslofjord;59,02740;10,525000;1986;19861020;NA;NIVA;   10;3;MYTI EDU;NA;NA;59; 1; 60;10;31; 70;B; 24;40;49;44,00; 3,00;NA;NA;3,8;NA; 59,50; 92,0;E;NA;NA;NA;NA;NA
71A;Bjørkøya, Langesundfjord;59,02333; 9,753667;1986;19861021;NA;NIVA;   11;1;MYTI EDU;NA;NA;59; 1; 40; 9;45; 40;B; 59;20;29;24,00; 3,00;NA;NA;0,9;NA; 62,40; 52,8;E;NA;NA;NA;NA;NA
71A;Bjørkøya, Langesundfjord;59,02333; 9,753667;1986;19861021;NA;NIVA;   11;2;MYTI EDU;NA;NA;59; 1; 40; 9;45; 40;B; 43;30;39;35,00; 3,00;NA;NA;2,3;NA;113,70; 99,6;E;NA;NA;NA;NA;NA
71A;Bjørkøya, Langesundfjord;59,02333; 9,753667;1986;19861021;NA;NIVA;   11;3;MYTI EDU;NA;NA;59; 1; 40; 9;45; 40;B; 50;40;49;43,00; 3,00;NA;NA;4,5;NA;230,10;224,0;E;NA;NA;NA;NA;NA
82A;NA;NA;NA;1986;19861117;NA;NIVA;   12;1;MYTI EDU;NA;NA;63;27; 10;10;12; 60;B; 60;22;29;26,00; 2,00;NA;NA;0,6;NA; 80,00; 35,0;E;NA;NA;NA;NA;NA
82A;NA;NA;NA;1986;19861117;NA;NIVA;   12;2;MYTI EDU;NA;NA;63;27; 10;10;12; 60;B; 39;30;38;31,00; 1,00;NA;NA;1,0;NA; 89,10; 37,8;E;NA;NA;NA;NA;NA
84A;NA;NA;NA;1986;19861117;NA;NIVA;   13;1;MYTI EDU;NA;NA;63;20; 80; 9;57; 80;B; 61;22;29;27,00; 2,00;NA;NA;0,9;NA; 71,10; 54,0;E;NA;NA;NA;NA;NA
84A;NA;NA;NA;1986;19861117;NA;NIVA;   13;2;MYTI EDU;NA;NA;63;20; 80; 9;57; 80;B; 50;30;39;34,00; 3,00;NA;NA;1,7;NA;100,00; 84,2;E;NA;NA;NA;NA;NA
84A;NA;NA;NA;1986;19861117;NA;NIVA;   13;3;MYTI EDU;NA;NA;63;20; 80; 9;57; 80;B; 50;40;49;43,00; 3,00;NA;NA;3,2;NA;155,40;160,1;E;NA;NA;NA;NA;NA
87A;NA;NA;NA;1986;19861117;NA;NIVA;   14;1;MYTI EDU;NA;NA;63;27; 80; 9;54; 80;H; 18;20;24;21,00; 1,00;NA;NA;0,4;NA; 10,60;  7,5;E;NA;NA;NA;NA;NA
I241;Nordnes, Bergen harbour;60,40077; 5,303955;1997;19970929;NA;NIVA; 2410;1;MYTI EDU;NA;NA;60;24; 10; 5;18; 20;B; 20;31;47;37,20; 4,60;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I241;Nordnes, Bergen harbour;60,40077; 5,303955;1997;19970929;NA;NIVA; 2410;2;MYTI EDU;NA;NA;60;24; 10; 5;18; 20;B; 20;31;47;37,50; 4,70;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I241;Nordnes, Bergen harbour;60,40077; 5,303955;1997;19970929;NA;NIVA; 2410;3;MYTI EDU;NA;NA;60;24; 10; 5;18; 20;B; 20;31;49;37,70; 5,70;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I242;NA;NA;NA;1997;19970929;NA;NIVA; 2420;1;MYTI EDU;NA;NA;60;23; 70; 5;16; 10;B; 20;33;48;40,80; 4,00;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I242;NA;NA;NA;1997;19970929;NA;NIVA; 2420;2;MYTI EDU;NA;NA;60;23; 70; 5;16; 10;B; 20;33;48;40,70; 4,20;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I242;NA;NA;NA;1997;19970929;NA;NIVA; 2420;3;MYTI EDU;NA;NA;60;23; 70; 5;16; 10;B; 20;33;48;40,40; 3,80;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I243;NA;NA;NA;1997;19970929;NA;NIVA; 2430;1;MYTI EDU;NA;NA;60;24; 90; 5;18; 50;B; 20;31;49;40,10; 5,80;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I243;NA;NA;NA;1997;19970929;NA;NIVA; 2430;2;MYTI EDU;NA;NA;60;24; 90; 5;18; 50;B; 20;31;49;41,20; 5,60;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I243;NA;NA;NA;1997;19970929;NA;NIVA; 2430;3;MYTI EDU;NA;NA;60;24; 90; 5;18; 50;B; 20;34;49;41,50; 4,70;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I301;Akershuskaia, Inner Oslofjord;59,90533;10,736333;1997;19971014;NA;NIVA; 3010;1;MYTI EDU;NA;NA;59;54; 23;10;45; 47;B; 20;35;49;43,20; 4,20;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I301;Akershuskaia, Inner Oslofjord;59,90533;10,736333;1997;19971014;NA;NIVA; 3010;2;MYTI EDU;NA;NA;59;54; 23;10;45; 47;B; 20;35;49;43,20; 4,00;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I301;Akershuskaia, Inner Oslofjord;59,90533;10,736333;1997;19971014;NA;NIVA; 3010;3;MYTI EDU;NA;NA;59;54; 23;10;45; 47;B; 20;35;49;43,20; 4,10;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I304;Gåsøya, Inner Oslofjord;59,85133;10,589000;1997;19971014;NA;NIVA; 3040;1;MYTI EDU;NA;NA;59;51; 11;10;35; 51;B; 20;35;48;42,10; 3,90;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I304;Gåsøya, Inner Oslofjord;59,85133;10,589000;1997;19971014;NA;NIVA; 3040;2;MYTI EDU;NA;NA;59;51; 11;10;35; 51;B; 20;35;48;42,00; 4,00;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I304;Gåsøya, Inner Oslofjord;59,85133;10,589000;1997;19971014;NA;NIVA; 3040;3;MYTI EDU;NA;NA;59;51; 11;10;35; 51;B; 20;35;48;42,00; 4,00;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I306;Håøya, Inner Oslofjord;59,71333;10,555167;1997;19971014;NA;NIVA; 3060;1;MYTI EDU;NA;NA;59;42; 69;10;33; 35;B; 20;32;49;42,90; 5,10;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I306;Håøya, Inner Oslofjord;59,71333;10,555167;1997;19971014;NA;NIVA; 3060;2;MYTI EDU;NA;NA;59;42; 69;10;33; 35;B; 20;32;49;42,70; 4,90;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I306;Håøya, Inner Oslofjord;59,71333;10,555167;1997;19971014;NA;NIVA; 3060;3;MYTI EDU;NA;NA;59;42; 69;10;33; 35;B; 20;32;49;42,90; 4,70;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I307;Ramtonholmen, Inner Oslofjord;59,74450;10,522833;1997;19971014;NA;NIVA; 3070;1;MYTI EDU;NA;NA;59;44; 70;10;31; 40;B; 20;35;49;43,80; 3,60;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I307;Ramtonholmen, Inner Oslofjord;59,74450;10,522833;1997;19971014;NA;NIVA; 3070;2;MYTI EDU;NA;NA;59;44; 70;10;31; 40;B; 20;35;49;43,90; 3,90;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I307;Ramtonholmen, Inner Oslofjord;59,74450;10,522833;1997;19971014;NA;NIVA; 3070;3;MYTI EDU;NA;NA;59;44; 70;10;31; 40;B; 20;35;49;43,50; 4,40;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I711;NA;NA;NA;1997;19971010;NA;NIVA; 7110;1;MYTI EDU;NA;NA;59; 3; 15; 9;40; 70;B; 20;30;39;34,70; 2,80;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I711;NA;NA;NA;1997;19971010;NA;NIVA; 7110;2;MYTI EDU;NA;NA;59; 3; 15; 9;40; 70;B; 20;31;39;34,80; 2,60;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I711;NA;NA;NA;1997;19971010;NA;NIVA; 7110;3;MYTI EDU;NA;NA;59; 3; 15; 9;40; 70;B; 20;31;39;34,70; 2,50;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I712;Croftholmen, Langesundfjord;59,04533; 9,706833;1997;19971010;NA;NIVA; 7120;1;MYTI EDU;NA;NA;59; 2; 75; 9;42; 47;B; 20;33;46;39,20; 3,70;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I712;Croftholmen, Langesundfjord;59,04533; 9,706833;1997;19971010;NA;NIVA; 7120;2;MYTI EDU;NA;NA;59; 2; 75; 9;42; 47;B; 20;33;48;39,90; 4,50;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I712;Croftholmen, Langesundfjord;59,04533; 9,706833;1997;19971010;NA;NIVA; 7120;3;MYTI EDU;NA;NA;59; 2; 75; 9;42; 47;B; 20;33;48;39,60; 4,30;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
11X;Brashavn, Outer Varangerfjord;69,89930;29,741000;1997;19970920;NA;NIVA; 9110;1;MYTI EDU;NA;NA;69;53; 92;29;44; 65;B; 50;30;39;32,80; 2,30;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
11X;Brashavn, Outer Varangerfjord;69,89930;29,741000;1997;19970920;NA;NIVA; 9110;2;MYTI EDU;NA;NA;69;53; 92;29;44; 65;B; 50;30;38;32,30; 2,20;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
11X;Brashavn, Outer Varangerfjord;69,89930;29,741000;1997;19970920;NA;NIVA; 9110;3;MYTI EDU;NA;NA;69;53; 92;29;44; 65;B; 50;30;39;33,20; 2,20;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I912;NA;NA;NA;1997;19980120;NA;NIVA; 9120;1;MYTI EDU;NA;NA;62;51; 20; 8; 9; 70;B; 20;30;52;40,80; 7,10;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I912;NA;NA;NA;1997;19980120;NA;NIVA; 9120;2;MYTI EDU;NA;NA;62;51; 20; 8; 9; 70;B; 20;30;52;40,80; 7,10;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I912;NA;NA;NA;1997;19980120;NA;NIVA; 9120;3;MYTI EDU;NA;NA;62;51; 20; 8; 9; 70;B; 20;30;52;40,80; 7,10;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I022;NA;NA;NA;1997;19971013;NA;NIVA; 9220;1;MYTI EDU;NA;NA;59; 6; 20;10;57; 90;B; 20;36;48;40,80; 3,40;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I022;NA;NA;NA;1997;19971013;NA;NIVA; 9220;2;MYTI EDU;NA;NA;59; 6; 20;10;57; 90;B; 20;36;47;40,40; 2,90;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I022;NA;NA;NA;1997;19971013;NA;NIVA; 9220;3;MYTI EDU;NA;NA;59; 6; 20;10;57; 90;B; 20;36;47;40,10; 3,00;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I962;NA;NA;NA;1997;19971113;NA;NIVA; 9610;1;MYTI EDU;NA;NA;66;19; 57;14; 8; 38;B;177;11;29;14,80; 2,90;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I962;NA;NA;NA;1997;19971113;NA;NIVA; 9610;2;MYTI EDU;NA;NA;66;19; 57;14; 8; 38;B;177;11;29;14,80; 2,90;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I969;Bjørnbærviken, Inner Ranfjord;66,28022;14,034900;1997;19971113;NA;NIVA; 9620;1;MYTI EDU;NA;NA;66;16; 79;14; 2; 13;B; 20;34;48;38,90; 3,70;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I969;Bjørnbærviken, Inner Ranfjord;66,28022;14,034900;1997;19971113;NA;NIVA; 9620;2;MYTI EDU;NA;NA;66;16; 79;14; 2; 13;B; 20;34;48;38,90; 3,70;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
I969;Bjørnbærviken, Inner Ranfjord;66,28022;14,034900;1997;19971113;NA;NIVA; 9620;3;MYTI EDU;NA;NA;66;16; 79;14; 2; 13;B; 20;34;48;38,90; 3,70;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
B1;NA;NA;NA;1997;19971028;NA;NIVA;10001;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA Lang�ya  StB1  I;NA;NA;NA;NA
B1;NA;NA;NA;1997;19971028;NA;NIVA;10001;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA StB1  II;NA;NA;NA;NA
B1;NA;NA;NA;1997;19971028;NA;NIVA;10001;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA StB1  III;NA;NA;NA;NA
B2;NA;NA;NA;1997;19971028;NA;NIVA;10002;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA StB2  I;NA;NA;NA;NA
B2;NA;NA;NA;1997;19971028;NA;NIVA;10002;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA StB2  II;NA;NA;NA;NA
B2;NA;NA;NA;1997;19971028;NA;NIVA;10002;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA StB2  III;NA;NA;NA;NA
B3;NA;NA;NA;1997;19971028;NA;NIVA;10003;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA StB3  I;NA;NA;NA;NA
B3;NA;NA;NA;1997;19971028;NA;NIVA;10003;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA StB3  II;NA;NA;NA;NA
B3;NA;NA;NA;1997;19971028;NA;NIVA;10003;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA StB3  III;NA;NA;NA;NA
B4;NA;NA;NA;1997;19971028;NA;NIVA;10004;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA StB4  I;NA;NA;NA;NA
B4;NA;NA;NA;1997;19971028;NA;NIVA;10004;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA StB4  II;NA;NA;NA;NA
B4;NA;NA;NA;1997;19971028;NA;NIVA;10004;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA StB4  III;NA;NA;NA;NA
B5;NA;NA;NA;1997;19971028;NA;NIVA;10005;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA StB5  I;NA;NA;NA;NA
B5;NA;NA;NA;1997;19971028;NA;NIVA;10005;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA StB5  II;NA;NA;NA;NA
B5;NA;NA;NA;1997;19971028;NA;NIVA;10005;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA StB5  III;NA;NA;NA;NA
B6;NA;NA;NA;1997;19971028;NA;NIVA;10006;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA StB6  I;NA;NA;NA;NA
B6;NA;NA;NA;1997;19971028;NA;NIVA;10006;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA StB6  II;NA;NA;NA;NA
B6;NA;NA;NA;1997;19971028;NA;NIVA;10006;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA StB6  III;NA;NA;NA;NA
BK;NA;NA;NA;1997;19971013;NA;NIVA;10009;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St35A M�len 2-3cm;NA;NA;NA;NA
BK;NA;NA;NA;1997;19971013;NA;NIVA;10009;2;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St35A M�len 3-4cm;NA;NA;NA;NA
BK;NA;NA;NA;1997;19971013;NA;NIVA;10009;3;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;B;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;!LANG�YA St35A M�len 4-5cm;NA;NA;NA;NA
51A;Byrkjenes, Inner Sørfjord;60,08429; 6,550954;1997;19971000;NA;NIVA;20001;1;MYTI EDU;NA;NA;60; 5; 10; 6;33; 10;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
52A;Eitrheimsneset, Inner Sørfjord;60,09677; 6,532933;1997;19971000;NA;NIVA;20002;1;MYTI EDU;NA;NA;60; 5; 80; 6;32; 20;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
B3x;NA;NA;NA;1997;19971000;NA;NIVA;20003;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
B4;NA;NA;NA;1997;19971000;NA;NIVA;20004;1;MYTI EDU;NA;NA;NA;NA;NA;NA;NA;NA;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
56A;Kvalnes, Mid Sørfjord;60,22050; 6,602000;1997;19971000;NA;NIVA;20005;1;MYTI EDU;NA;NA;60;13; 40; 6;36; 10;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
57A;Krossanes, Outer Sørfjord;60,38707; 6,689524;1997;19971000;NA;NIVA;20006;1;MYTI EDU;NA;NA;60;23; 20; 6;41; 20;H;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;NA;NA
10A2;Skallnes, Outer Varangerfjord;70,13728;30,341745;1998;19981101;NA;NIVA;  100;1;MYTI EDU;NA;NA;70; 8;  3;30;21;  7;B;100;19;27;21,00; 1,80;NA;NA;NA;NA; 46,03;NA;E;NA;NA;NA;NA;NA
10A2;Skallnes, Outer Varangerfjord;70,13728;30,341745;1998;19981101;NA;NIVA;  100;2;MYTI EDU;NA;NA;70; 8;  3;30;21;  7;B;100;19;27;21,00; 1,80;NA;NA;NA;NA; 46,79;NA;E;NA;NA;NA;NA;NA
10A2;Skallnes, Outer Varangerfjord;70,13728;30,341745;1998;19981101;NA;NIVA;  100;3;MYTI EDU;NA;NA;70; 8;  3;30;21;  7;B;100;19;26;20,90; 1,70;NA;NA;NA;NA; 46,46;NA;E;NA;NA;NA;NA;NA
15A;Gåsøya-Ullerøya, Farsund;58,04605; 6,915900;1998;19981006;NA;NIVA;  150;1;MYTI EDU;NA;NA;58; 3;  7; 6;53; 16;B; 84;20;29;24,10; 2,70;NA;NA;NA;NA; 82,90;NA;E;NA;NA;NA;NA;NA
15A;Gåsøya-Ullerøya, Farsund;58,04605; 6,915900;1998;19981006;NA;NIVA;  150;2;MYTI EDU;NA;NA;58; 3;  7; 6;53; 16;B; 50;30;39;34,90; 2,90;NA;NA;NA;NA;130,90;NA;E;NA;NA;NA;NA;NA
15A;Gåsøya-Ullerøya, Farsund;58,04605; 6,915900;1998;19981006;NA;NIVA;  150;3;MYTI EDU;NA;NA;58; 3;  7; 6;53; 16;B; 50;40;49;44,60; 2,90;NA;NA;NA;NA;256,10;NA;E;NA;NA;NA;NA;NA
I021;NA;NA;NA;1998;19981006;NA;NIVA;  210;1;MYTI EDU;NA;NA;59; 7; 79;10;57; 11;B; 20;40;49;44,70; 2,70;NA;NA;NA;NA; 65,60;NA;E;NA;NA;NA;NA;NA
I021;NA;NA;NA;1998;19981006;NA;NIVA;  210;2;MYTI EDU;NA;NA;59; 7; 79;10;57; 11;B; 20;40;49;45,30; 2,50;NA;NA;NA;NA; 67,20;NA;E;NA;NA;NA;NA;NA
I021;NA;NA;NA;1998;19981006;NA;NIVA;  210;3;MYTI EDU;NA;NA;59; 7; 79;10;57; 11;B; 20;40;49;45,10; 2,80;NA;NA;NA;NA; 69,00;NA;E;NA;NA;NA;NA;NA
22A;Espevær, Outer Bømlafjord;59,58711; 5,152030;1998;19981020;NA;NIVA;  220;1;MYTI EDU;NA;NA;59;35; 20; 5; 8; 50;B;100;20;29;25,50; 2,50;NA;NA;NA;NA; 68,45;NA;E;NA;NA;NA;NA;NA
